id	name	language	english name	srgb_R	srgb_G	srgb_B	cielab_L	cielab_a	cielab_b
24709	тёмно синий	Russian	darkblue	0	11	44	3	5	-23
24809	тёмно зелёный	Russian	darkgreen	43	77	65	30	-15	3
25009	Черновато зелёный	Russian	darkish green	119	122	98	50	-5	12
25409	Глубокий цвет морской волны	Russian	deep aqua	78	126	138	50	-13	-12
25609	глубоко коричневый	Russian	deep brown	73	50	41	23	9	10
25709	тёмно зелёный	Russian	deep green	42	77	66	30	-16	2
25809	Глубоко лавандовый	Russian	deep lavender	156	124	170	56	21	-20
25909	Глубоко сиреневый	Russian	deep lilac	204	181	208	76	13	-11
26109	тёмно оранжевый	Russian	deep orange	153	53	35	37	41	33
26209	Тёмно розовый	Russian	deep pink	171	97	122	50	33	-1
26309	Глубоко фиолетовый	Russian	deep purple	70	48	70	23	14	-10
26409	глубоко красный	Russian	deep red	84	19	27	17	30	12
26509	Тёмно розовый	Russian	deep rose	225	149	174	70	32	-1
26609	Тёмно океанский синий	Russian	deep sea blue	60	89	121	37	-1	-22
26809	Глубоко бирюзовый	Russian	deep teal	93	144	156	57	-14	-12
26909	Глубоко бирюзовый	Russian	deep turquoise	131	178	191	70	-13	-11
27009	Тёмно фиолетовый	Russian	deep violet	67	49	76	23	14	-14
27109	Джинсовый	Russian	denim	60	72	91	30	0	-13
27209	Джинсовый синий	Russian	denim blue	56	72	95	30	0	-16
27309	пустынный	Russian	desert	116	100	79	43	3	15
27609	Грязно коричневый	Russian	dirt brown	79	69	57	30	2	9
27709	Грязно синий	Russian	dirty blue	48	57	73	24	1	-11
27809	Грязно зелёный	Russian	dirty green	91	87	67	37	-2	12
27909	Грязно оранжевый	Russian	dirty orange	110	56	21	30	21	31
28009	Грязно розовой	Russian	dirty pink	165	127	119	57	13	10
28109	Грязно фиолетовый	Russian	dirty purple	119	96	103	43	10	0
28309	Защитно синий	Russian	dodger blue	62	105	155	44	1	-32
28409	блёклый	Russian	drab	97	87	45	37	-2	26
28509	блёкло зелёный	Russian	drab green	99	106	65	43	-10	22
28609	Цвет засохшей крови	Russian	dried blood	17	10	11	3	2	1
28809	Тускло синий	Russian	dull blue	10	11	24	3	2	-7
28909	Тускло коричневый	Russian	dull brown	32	3	0	3	11	6
29209	Тускло розовый	Russian	dull pink	227	176	193	77	21	-2
29309	Тускло фиолетовый	Russian	dull purple	89	63	81	30	15	-6
29509	Грусно бирюзовый	Russian	dull teal	78	126	142	50	-12	-14
29709	сумеречный	Russian	dusk	21	8	11	3	5	0
29809	Сумеречно синий	Russian	dusk blue	9	10	29	3	4	-12
29909	Сумеречно синий	Russian	dusky blue	10	10	29	3	4	-12
30009	Сумеречно розовый	Russian	dusky pink	227	175	189	77	21	0
30109	Сумеречно фиолетовый	Russian	dusky purple	73	45	88	24	22	-21
30209	Сумеречно розовый	Russian	dusky rose	227	175	189	77	21	0
30309	пыльный	Russian	dust	118	98	84	43	6	11
30409	Пыльно синий	Russian	dusty blue	118	135	159	56	0	-15
30509	Пыльно зелёный	Russian	dusty green	104	102	98	43	0	2
30609	Пыльно лавандовый	Russian	dusty lavender	118	95	120	43	14	-10
30809	Старо розовый	Russian	dusty pink	159	105	105	50	22	9
30909	Пыльно фиолетовый	Russian	dusty purple	162	125	139	56	17	-2
31009	Пыльно красный	Russian	dusty red	73	29	26	17	21	12
31109	Пыльно розовый	Russian	dusty rose	160	105	104	50	22	10
31209	Пыльнo бирюзовый	Russian	dusty teal	77	86	102	36	0	-10
31309	земляной	Russian	earth	46	41	26	17	-1	11
31709	скорлупно яичный	Russian	egg shell	182	170	149	70	1	12
31909	Баклажано фиолетовый	Russian	eggplant purple	86	64	84	30	13	-8
32009	Цвет яичной скорлупы	Russian	eggshell	206	185	167	76	5	12
32809	изумрудно зелёный	Russian	emerald green	32	99	69	37	-29	11
32909	вечнозелёный	Russian	evergreen	85	110	48	43	-21	32
33009	Синий выцветший	Russian	faded blue	122	142	149	58	-6	-6
33109	Зелёный выцветший	Russian	faded green	0	167	131	60	-54	7
33309	Вяло розовой	Russian	faded pink	165	72	104	44	42	0
33409	Фиолетовый выцветший	Russian	faded purple	57	37	42	17	11	1
33709	Цвет оленёнка	Russian	fawn	248	244	247	97	1	-1
33909	Папоротниково зелёный	Russian	fern green	68	94	32	37	-21	32
34009	Цвет красный пожарной машины	Russian	fire engine red	187	54	52	43	53	32
34109	Плоско синий	Russian	flat blue	65	88	121	37	1	-21
34209	Плоско зелёный	Russian	flat green	112	145	97	57	-21	22
34609	лесной	Russian	forest	50	59	22	23	-11	21
34709	лесо зелёный	Russian	forest green	72	91	66	37	-13	12
34809	Цвет зелёного леса	Russian	forrest green	95	107	64	43	-12	22
34909	Французско синий	Russian	french blue	64	87	122	37	1	-22
35109	Цвет зелёной лягушки	Russian	frog green	153	180	111	70	-21	32
35309	золотой	Russian	gold	177	127	37	57	11	53
35409	золотой	Russian	golden	177	127	37	57	11	53
35509	золотисто коричневый	Russian	golden brown	222	180	149	76	11	21
35609	золотой	Russian	golden rod	177	127	37	57	11	53
35709	золотисто жёлтый	Russian	golden yellow	219	187	87	77	0	54
35809	Золотисто берёзовый	Russian	goldenrod	176	128	37	57	10	53
36009	Виноградно фиолетовый	Russian	grape purple	129	90	120	43	21	-10
36109	грейпфрутовый	Russian	grapefruit	234	119	78	63	42	43
36309	Цвет зелёной травы	Russian	grass green	83	131	61	50	-30	33
36809	Зелёно коричневый	Russian	green brown	103	84	49	37	3	24
36909	Серо зелёный 	Russian	green grey	102	103	91	43	-3	7
37009	Зелёнo бирюзовый	Russian	green teal	122	182	172	70	-21	-1
37309	зеленоватый	Russian	greenish	102	127	64	50	-20	31
37409	Зелёновато бежевый	Russian	greenish beige	180	170	149	70	0	12
37509	зеленовато синий	Russian	greenish blue	87	124	137	50	-10	-11
37609	зелёновато коричневый	Russian	greenish brown	96	86	51	37	-2	22
37809	зеленовато серый	Russian	greenish grey	57	58	54	24	-2	3
37909	Цвет зелёноватого загара	Russian	greenish tan	219	180	155	76	11	18
38009	Зелёновато бирюзовый	Russian	greenish teal	114	160	169	63	-13	-10
38309	Зеленовато синий	Russian	greeny blue	87	124	137	50	-10	-11
38409	Зелёновато коричневый	Russian	greeny brown	96	86	51	37	-1	22
38509	Зелёновато серый	Russian	greeny grey	57	58	55	24	-1	2
38709	серый	Russian	grey	125	118	115	50	2	3
38809	сине серый	Russian	grey blue	105	122	139	51	-2	-11
39009	Зелёно серый	Russian	grey green	95	124	110	50	-14	5
39109	Розово серый	Russian	grey pink	194	162	173	70	14	-1
39209	Фиолетово серый	Russian	grey purple	98	81	99	37	10	-7
39309	Серo бирюзовый	Russian	grey teal	112	139	149	56	-7	-9
39409	Серо синий	Russian	greyblue	57	73	90	30	-1	-12
39509	сероватый	Russian	greyish	211	185	206	78	13	-7
39609	Серовато синий	Russian	greyish blue	73	88	106	37	-1	-12
39709	Серовато коричневый	Russian	greyish brown	115	100	81	43	3	13
39909	Серовато розовый	Russian	greyish pink	122	97	101	44	11	1
40009	Серовато фиолетовый	Russian	greyish purple	79	91	51	37	-12	22
40109	Серовато бирюзовый	Russian	greyish teal	155	154	139	63	-2	8
40309	стальной серый	Russian	gunmetal	74	117	156	48	-3	-26
40409	ореховый	Russian	hazel	150	88	32	44	21	41
40809	Больнично зелёный	Russian	hospital green	191	208	224	83	-3	-10
41509	Цвет голубого льда	Russian	ice blue	124	178	207	70	-10	-20
41709	Индийско красный	Russian	indian red	91	21	2	19	31	28
42009	Цвет ириса	Russian	iris	156	125	173	57	21	-21
42209	Цвет слоновой кости	Russian	ivory	249	215	178	88	7	23
42309	Нефритовый	Russian	jade	123	140	115	56	-11	12
42409	Нефритово зелёный	Russian	jade green	88	107	80	43	-13	13
42509	Цвет зелёных джунглей	Russian	jungle green	75	91	67	37	-11	12
42609	Келли зелёный	Russian	kelley green	77	150	113	57	-32	13
43109	Хаки зелёный 	Russian	khaki green	58	74	41	29	-13	18
43409	лавандовый	Russian	lavender	154	125	172	57	20	-21
43609	Лавандо розовый	Russian	lavender pink	156	106	120	50	22	0
43809	Цвет листьев	Russian	leaf	40	65	9	25	-20	29
43909	Цвет зелёный листвы	Russian	leaf green	86	132	41	50	-31	42
44009	Цвет зелёных листьев	Russian	leafy green	69	94	30	37	-20	33
44509	лимоно жёлтый	Russian	lemon yellow	184	153	32	64	0	62
44609	лишайниковый	Russian	lichen	105	103	82	43	-3	12
44809	Светло аквамариновый	Russian	light aquamarine	152	196	208	77	-11	-11
44909	светло бежевый	Russian	light beige	225	230	218	91	-4	5
45009	голубой	Russian	light blue	92	161	209	64	-8	-31
45209	Голубо серый	Russian	light blue grey	140	175	194	70	-7	-14
45509	светло коричневый	Russian	light brown	164	103	75	50	22	26
45609	светло бордовый	Russian	light burgundy	150	81	99	43	31	3
45909	Цвет светло зелёного леса	Russian	light forest green	87	108	80	43	-14	13
46009	Светло золотой	Russian	light gold	197	164	129	70	7	23
46209	светло зелёный	Russian	light green	187	217	149	83	-21	30
46509	светло серый	Russian	light grey	188	190	189	77	-1	0
46609	светло серо голубой	Russian	light grey blue	154	173	187	70	-4	-9
47009	Светло лавандовый	Russian	light lavendar	168	146	174	63	14	-12
47109	Светло лавандовый	Russian	light lavender	169	146	174	63	14	-12
47209	Очень светло голубой	Russian	light light blue	178	213	229	83	-8	-12
47309	лёгко зелёный	Russian	light light green	235	251	220	97	-11	13
47409	светло сиреневый	Russian	light lilac	193	162	188	70	16	-9
47809	Светло каштановый	Russian	light maroon	48	22	14	11	12	10
47909	Светло лиловый 	Russian	light mauve	229	199	223	83	15	-8
48009	Светло мятный	Russian	light mint	155	177	167	70	-9	2
48109	Цвет светло зелёной мяты	Russian	light mint green	87	130	100	50	-21	11
48209	Цвет светло зелёного моха	Russian	light moss green	112	124	81	50	-12	22
48309	Светло горчичный	Russian	light mustard	175	127	62	57	11	42
48509	Светло морской синий	Russian	light navy blue	59	89	122	37	-1	-22
48709	Светло оливковый	Russian	light olive	199	191	152	77	-3	21
48809	светло оливково зелёный	Russian	light olive green	126	140	110	56	-11	14
48909	светло оранжевый	Russian	light orange	246	199	166	84	12	23
49009	Светло пастельно зелёный	Russian	light pastel green	216	205	182	83	0	13
49109	светло горохо зелёный 	Russian	light pea green	147	180	130	70	-21	22
49209	Светло персиковый	Russian	light peach	222	180	160	77	12	16
49409	светло розовый	Russian	light pink	255	187	211	86	41	4
49509	Светло сливовый	Russian	light plum	115	74	103	37	23	-10
49709	светло красный	Russian	light red	229	148	150	70	31	12
49809	светло розовый	Russian	light rose	255	200	214	88	28	4
50009	Светло шалфейный	Russian	light sage	205	208	174	82	-7	17
50109	Светло лососевый	Russian	light salmon	216	156	150	70	22	12
50409	Светло зелёный морской пены	Russian	light seafoam green	161	175	147	70	-10	13
50509	Светло голубой	Russian	light sky blue	194	230	243	89	-9	-10
50809	светло бирюзовый 	Russian	light turquoise	124	181	192	70	-16	-11
51009	светло фиолетовый 	Russian	light violet	203	182	212	77	13	-12
51109	светло жёлтый	Russian	light yellow	250	248	198	97	-7	24
51209	светло зелёно жёлтый	Russian	light yellow green	172	197	128	76	-20	32
51309	Свело жёлтовато зелёный	Russian	light yellowish green	112	145	96	57	-21	22
51409	голубой	Russian	lightblue	160	213	243	83	-10	-20
51709	Светло зелёный	Russian	lightgreen	171	200	131	77	-22	31
52209	сиреневый	Russian	lilac	157	124	172	57	22	-21
52309	лиловый	Russian	liliac	174	116	172	57	32	-21
52809	Красный красно помадный	Russian	lipstick red	133	36	42	31	41	21
52909	макароны с сыром	Russian	macaroni and cheese	195	145	55	63	10	53
53009	маджентовый	Russian	magenta	127	38	72	30	41	1
53109	Цвета акажу	Russian	mahogany	188	119	65	56	22	40
53209	кукурузный	Russian	maize	199	167	92	70	2	43
53309	манговый	Russian	mango	176	128	39	57	10	53
53609	морской	Russian	marine	60	89	120	37	-1	-21
53709	Сине морской 	Russian	marine blue	57	72	88	30	-2	-11
53809	бордовый	Russian	maroon	85	19	31	18	31	10
53909	лиловый	Russian	mauve	174	116	172	57	32	-21
54009	Средне синий	Russian	medium blue	122	113	155	50	12	-21
54209	Средне зелёный	Russian	medium green	67	94	49	37	-19	22
54309	Средне серый	Russian	medium grey	81	66	52	29	4	11
54409	Средне розовый	Russian	medium pink	207	157	175	70	22	-2
54509	Средне фиолетовый	Russian	medium purple	148	100	172	50	33	-31
54609	Цвет дыни	Russian	melon	212	161	91	70	11	43
54909	Полу синий	Russian	mid blue	51	72	105	30	2	-22
55109	Цвет полночи	Russian	midnight	48	56	66	23	0	-8
55209	синий ночной	Russian	midnight blue	21	26	57	10	9	-21
55309	Фиолетовый полночный	Russian	midnight purple	73	45	87	24	22	-21
55409	военный зеленый	Russian	military green	64	74	54	30	-8	11
55509	Молочно шоколадный цвет	Russian	milk chocolate	62	35	24	17	12	13
55609	мятный	Russian	mint	155	199	169	77	-21	10
55909	Цвет кофе мокко	Russian	mocha	73	49	38	23	9	12
56009	Цвет моха	Russian	moss	217	229	221	90	-6	3
56109	Цвет зелёного моха	Russian	moss green	56	75	51	30	-13	12
56209	Цвет зелёного моха	Russian	mossy green	56	75	51	30	-13	12
56309	Цвет грязи	Russian	mud	77	70	59	30	1	8
56409	Грязно коричневый	Russian	mud brown	79	69	57	30	2	9
56509	Грязно зелёный	Russian	mud green	90	87	66	37	-3	12
56709	Мутно зелёный	Russian	muddy green	91	107	86	43	-11	10
56909	Ежевичный	Russian	mulberry	69	29	40	17	21	1
57009	Серо зелёный	Russian	murky green	105	103	90	43	-2	7
57109	грибной	Russian	mushroom	134	95	49	44	10	32
57209	горчичный	Russian	mustard	137	96	31	44	11	42
57309	Горчично коричневый	Russian	mustard brown	153	111	66	50	11	32
57409	Зелёно горчичный	Russian	mustard green	190	169	111	70	-1	33
57509	горчично жёлтый	Russian	mustard yellow	194	146	56	64	9	53
57609	приглушенный синий	Russian	muted blue	52	71	101	30	1	-20
57709	приглушенный зелёный	Russian	muted green	164	151	130	63	1	13
57809	Мягко розовый	Russian	muted pink	228	175	190	77	22	0
57909	Мягко фиолетовый	Russian	muted purple	74	45	69	23	18	-9
58109	морской	Russian	navy	61	89	120	37	-1	-21
58309	Зелёно морской 	Russian	navy green	92	146	135	57	-21	0
58409	Синий неоновый	Russian	neon blue	73	179	242	69	-10	-40
58809	Неоново красный	Russian	neon red	147	20	26	31	50	32
58909	Жёлтый неоновый	Russian	neon yellow	228	234	69	90	-21	75
59009	Красиво синий	Russian	nice blue	35	56	88	23	2	-21
59109	Синий ночной	Russian	night blue	21	26	57	10	9	-21
59209	океанский	Russian	ocean	61	88	120	37	-1	-21
59309	Океанско синий	Russian	ocean blue	44	89	137	37	1	-31
59409	Зелёно океанский	Russian	ocean green	105	142	155	57	-9	-11
59809	матово синий	Russian	off blue	57	67	120	30	12	-31
59909	Матово зелёный	Russian	off green	116	142	130	57	-12	3
60109	матово жёлтый	Russian	off yellow	223	187	28	77	-1	75
60209	Старо розовый	Russian	old pink	159	105	105	50	22	9
60309	Старо розовый	Russian	old rose	159	105	105	50	22	9
60409	оливковый	Russian	olive	148	159	94	63	-14	32
60509	оливково коричневый	Russian	olive brown	91	66	54	30	9	12
60609	Тёмно оливковый	Russian	olive drab	77	48	41	23	12	10
60709	оливково зелёный	Russian	olive green	96	106	65	43	-11	22
60809	жёлто оливковый	Russian	olive yellow	233	228	163	89	-8	32
60909	оранжевый	Russian	orange	230	130	35	64	32	63
61009	оранжево коричневый	Russian	orange brown	150	87	51	43	23	32
61109	Оранжево розовый	Russian	orange pink	234	147	134	69	31	21
61209	оранжево красный	Russian	orange red	170	40	23	38	51	42
61409	оранжеватый	Russian	orangeish	199	85	25	50	43	53
61509	оранжеватый	Russian	orangered	199	85	25	50	43	53
61609	оранжевато коричневый	Russian	orangey brown	107	58	52	30	21	13
61709	Оранжевато красный	Russian	orangey red	134	35	24	30	42	32
61809	оранжево жёлтый	Russian	orangey yellow	236	179	65	76	10	63
61909	оранжеватый	Russian	orangish	199	85	25	50	43	53
62009	Оранжевато коричневый	Russian	orangish brown	107	58	52	30	21	13
62109	Оранжевато красный	Russian	orangish red	134	35	24	30	42	32
62209	Цвет орхидеи	Russian	orchid	182	115	153	57	32	-9
62409	Бледный цвет морской волны	Russian	pale aqua	92	146	139	57	-19	-2
62609	бледно коричневый	Russian	pale brown	177	125	98	57	17	23
62809	Бледно золотой	Russian	pale gold	249	224	163	90	0	33
62909	бледно зелёный	Russian	pale green	174	219	184	84	-21	12
63009	бледно серый	Russian	pale grey	138	220	202	82	-29	1
63209	бледно зелёный	Russian	pale light green	176	218	184	83	-20	12
63309	бледно лиловый	Russian	pale lilac	179	144	154	63	15	0
63709	Бледно лиловый	Russian	pale mauve	179	144	154	63	15	0
63809	бледно оливковый	Russian	pale olive	216	207	184	83	0	13
63909	Бледно оливково зелёный	Russian	pale olive green	85	89	49	37	-9	23
64009	бледно оранжевый	Russian	pale orange	240	198	166	83	10	22
64109	Бледно персиковый	Russian	pale peach	219	181	165	77	11	13
64209	бледно розовый	Russian	pale pink	241	191	199	82	19	2
64309	Бледно фиолетовый	Russian	pale purple	185	164	194	70	13	-12
64409	бледно красный	Russian	pale red	196	138	134	63	21	11
64509	бледно розовый	Russian	pale rose	241	191	200	82	19	2
64609	Бледно лососевый 	Russian	pale salmon	218	156	151	70	23	12
64709	бледно голубой	Russian	pale sky blue	167	193	215	77	-4	-14
64809	Бледно бирюзовый	Russian	pale teal	159	196	195	76	-12	-4
64909	Бледно бирюзовый	Russian	pale turquoise	159	196	194	76	-12	-3
65009	бледно фиолетовый	Russian	pale violet	184	164	193	70	13	-12
65109	Бледно жёлтый	Russian	pale yellow	239	225	182	90	-2	23
65209	Пергаментный	Russian	parchment	204	189	141	77	-2	26
65309	Синий Пастельный	Russian	pastel blue	138	156	174	63	-2	-12
65409	Пастельно зелёный	Russian	pastel green	172	196	172	77	-12	9
65509	Пастельно оранжевый	Russian	pastel orange	220	129	77	63	31	43
65609	Пастельно розовый 	Russian	pastel pink	232	198	203	83	13	2
65709	фиолетово пастельный	Russian	pastel purple	210	182	186	76	11	1
65809	Пастельно красный	Russian	pastel red	186	53	54	43	53	31
65909	Пастельно жёлтый	Russian	pastel yellow	241	225	165	89	-3	31
66009	гороховый	Russian	pea	172	127	59	56	10	43
66109	гороховый	Russian	pea green	173	128	59	57	10	43
66209	Цвет горохового супа	Russian	pea soup	138	95	29	44	11	42
66409	персиковый	Russian	peach	238	172	131	76	19	31
66509	Персиково розовый	Russian	peachy pink	197	139	136	64	22	11
66609	Павлиново синий	Russian	peacock blue	25	32	44	12	0	-9
66909	барвинковый	Russian	periwinkle blue	194	182	208	76	9	-12
67209	поросяче розовый 	Russian	pig pink	192	163	167	70	11	2
67309	сосновый	Russian	pine	82	90	51	37	-10	22
67409	Цвет зелёной ёлки 	Russian	pine green	11	37	12	12	-16	12
67509	розовый	Russian	pink	230	174	192	77	23	-1
67709	Красно розовый	Russian	pink red	132	37	56	31	42	11
67809	розоватый	Russian	pinkish	231	195	197	82	13	4
67909	Розовато коричневый	Russian	pinkish brown	181	123	103	57	20	20
68009	Розово серый	Russian	pinkish grey	194	162	173	70	14	-1
68109	Оранжевато розовый	Russian	pinkish orange	122	47	39	30	32	21
68409	Загарно розоватый 	Russian	pinkish tan	162	126	118	56	13	10
68509	розоватый	Russian	pinky	231	195	197	82	13	4
68809	Мочево жёлтый	Russian	piss yellow	225	209	80	83	-10	64
68909	фисташковый	Russian	pistachio	191	192	129	76	-10	32
69009	сливовый	Russian	plum	73	27	28	17	22	11
69109	Сливово фиолетовый	Russian	plum purple	104	78	101	37	15	-9
69609	Какашково коричневый	Russian	poop brown	127	116	119	50	5	0
70009	берлинская лазурь	Russian	prussian blue	69	128	157	51	-11	-21
70109	красновато бурый	Russian	puce	255	246	209	97	-3	19
70309	Рвотоно коричневый	Russian	puke brown	117	166	95	63	-30	31
70609	тыквеный	Russian	pumpkin	139	95	30	44	12	42
70909	фиолетовый	Russian	purple	74	43	87	23	23	-21
71109	Фиолетово коричневый	Russian	purple brown	103	55	60	29	22	6
71209	серо фиолетовый	Russian	purple grey	129	114	135	50	10	-9
71409	Фиолетого красный	Russian	purple red	106	56	72	30	24	0
71709	Пурпурно розовый	Russian	purpleish pink	218	150	187	70	31	-9
72009	Серо пурпурный 	Russian	purpley grey	124	96	107	44	13	-2
72209	фиолетоватый	Russian	purplish	111	79	48	36	10	23
72409	фиолетово коричневый	Russian	purplish brown	103	55	60	29	22	6
72509	Фиолетово серый	Russian	purplish grey	98	81	99	37	10	-7
72609	Фиолетово розовый	Russian	purplish pink	148	106	138	50	22	-11
72709	фиолетово красный	Russian	purplish red	87	41	56	23	23	0
73109	шпаклёвочный	Russian	putty	236	248	249	97	-4	-2
73209	гоночный зелёный	Russian	racing green	43	58	61	23	-5	-4
73409	малиновый	Russian	raspberry	166	39	56	38	52	22
73809	красный	Russian	red	172	34	25	38	54	41
73909	красно коричневый	Russian	red brown	102	61	50	30	16	14
74009	Оранжево красный	Russian	red orange	170	40	23	38	51	42
74209	фиолетово красный	Russian	red purple	87	41	56	24	23	0
74309	фиолетово красный	Russian	red violet	87	41	56	24	23	0
74409	Цвет красного вина	Russian	red wine	84	20	28	18	30	12
74509	красноватый	Russian	reddish	158	79	70	43	32	20
74609	красновато коричневый	Russian	reddish brown	124	73	49	37	19	24
74709	Красновато серый	Russian	reddish grey	112	101	86	43	2	10
74809	оранжевато красный	Russian	reddish orange	134	35	24	30	42	32
75009	красновато фиолетовый	Russian	reddish purple	101	57	86	30	24	-9
75109	Красновато коричневый	Russian	reddy brown	125	73	48	37	19	24
75309	сочно фиолетовый	Russian	rich purple	94	59	90	30	21	-12
75409	Синий цвет яйца дроздя	Russian	robin egg blue	144	154	156	63	-3	-2
75609	синий цвет яйца дрозда 	Russian	robin's egg blue	91	124	135	50	-9	-9
75709	Розовый	Russian	rosa	231	174	191	77	23	-1
75809	розовый	Russian	rose	231	174	191	77	23	-1
75909	Розово розовый	Russian	rose pink	211	156	173	70	23	-1
76009	красно розовый	Russian	rose red	182	57	88	44	52	11
76109	Розово розовый	Russian	rosy pink	211	156	173	70	23	-1
76209	красный	Russian	rouge	172	34	25	38	54	41
76509	Королевско фиолетовый	Russian	royal purple	58	30	70	17	22	-19
76609	рубиновый	Russian	ruby	84	19	28	18	31	12
76709	Рыжо коричневый	Russian	russet	131	93	80	43	14	14
76809	ржавый	Russian	rust	181	121	100	56	21	21
76909	Коричнево ржавый 	Russian	rust brown	114	101	68	43	0	21
77009	оранжево ржавый	Russian	rust orange	208	136	77	63	22	43
77209	оранжево ржавый	Russian	rusty orange	208	136	77	63	22	43
77409	шафрановый	Russian	saffron	172	105	27	51	21	51
77509	шалфейный цвет	Russian	sage	96	106	66	43	-11	21
77609	Цвет зелёного шалфея	Russian	sage green	134	140	98	57	-9	22
77709	лососевый	Russian	salmon	220	155	133	70	21	21
77909	песчаный	Russian	sand	150	134	95	56	0	23
78009	коричнево песчаный	Russian	sand brown	124	96	79	43	9	14
78209	Цвет песчаника	Russian	sandstone	175	149	115	63	5	21
78309	песчаный	Russian	sandy	149	134	95	56	0	23
78409	Коричнево песчанный	Russian	sandy brown	100	85	58	37	2	18
78609	Сочно зелёный	Russian	sap green	103	149	58	57	-31	42
78709	сапфировый	Russian	sapphire	63	84	138	37	8	-32
78809	алый	Russian	scarlet	170	37	25	38	52	41
78909	морской	Russian	sea	61	89	120	37	-1	-21
79009	Сине морской	Russian	sea blue	58	72	88	30	-2	-11
79309	Цвет синей морской пены	Russian	seafoam blue	101	142	157	57	-10	-12
79809	клеверный	Russian	shamrock	131	163	113	63	-20	22
79909	Цвет зелёного клевера	Russian	shamrock green	57	115	65	44	-31	22
80109	Какашково коричневый	Russian	shit brown	127	116	119	50	5	0
80409	Больной зелёный	Russian	sick green	200	213	167	83	-12	21
80509	Болезнено зелёный	Russian	sickly green	122	144	76	57	-20	33
80609	жёлтый	Russian	sickly yellow	224	186	29	77	0	75
80809	серебренный	Russian	silver	131	161	163	64	-10	-5
80909	голубой	Russian	sky	93	161	209	64	-8	-31
81009	голубой	Russian	sky blue	92	161	209	64	-8	-31
81109	Шиферный цвет	Russian	slate	100	119	115	48	-8	0
81209	Шиферно синий	Russian	slate blue	53	78	86	31	-7	-8
81309	Шиферно зелёный	Russian	slate green	94	87	76	37	1	7
81409	Шиферно серый	Russian	slate grey	116	117	111	49	-2	3
81509	Цвет зелёной слизи	Russian	slime green	58	136	41	50	-42	42
82009	нежно розовый	Russian	soft pink	237	196	207	83	16	0
82109	Мягко фиолетовый	Russian	soft purple	186	164	191	70	13	-11
82409	Зелёно пихтовый	Russian	spruce	80	90	52	37	-11	21
82509	Тёмно жёлтый	Russian	squash	184	152	30	64	0	62
82609	стальной	Russian	steel	57	144	181	56	-14	-27
82709	Стальной синий	Russian	steel blue	47	91	107	36	-10	-14
82909	каменный	Russian	stone	73	71	54	30	-2	11
83009	Бурно синий	Russian	stormy blue	49	75	87	30	-6	-11
83109	соломенный	Russian	straw	186	170	130	70	0	23
83209	клубничный	Russian	strawberry	171	38	24	38	52	41
83409	Тёмно розовый	Russian	strong pink	163	39	74	37	52	10
83509	Солнечно жёлтый	Russian	sun yellow	234	205	104	83	-2	53
83709	Жёлтый подсолнуховый	Russian	sunflower yellow	183	153	30	64	0	62
83809	Солнечно жёлтый	Russian	sunny yellow	234	205	104	83	-2	53
83909	Солнечно жёлтый	Russian	sunshine yellow	236	203	80	83	-2	64
84009	Болотно зелёный	Russian	swamp	63	55	40	23	1	11
84209	загарный	Russian	tan	158	105	85	50	19	20
84309	Загарно коричневый	Russian	tan brown	164	128	115	57	12	12
84409	Загарно зелёный	Russian	tan green	179	144	132	63	11	11
84509	мандариновый	Russian	tangerine	186	97	27	51	31	52
84609	тёмно серый 	Russian	taupe	95	86	79	37	2	6
84809	Чайный зелёный	Russian	tea green	167	176	131	70	-11	22
84909	бирюзовый	Russian	teal	108	183	189	70	-22	-10
85009	Бирюзово синий	Russian	teal blue	57	109	137	44	-9	-20
85109	Зелёно бирюзовый	Russian	teal green	124	181	171	70	-21	-1
85209	бирюзоватый	Russian	tealish	104	160	191	63	-10	-22
85409	терракотный	Russian	terra cotta	73	42	19	21	11	21
85509	терракотовый	Russian	terracota	183	120	96	56	22	23
85609	терракотный	Russian	terracotta	73	42	19	21	11	21
85709	голубой Аквамариновый	Russian	tiffany blue	156	195	208	76	-10	-11
85809	помидорный	Russian	tomato	158	52	23	37	43	41
85909	Помидорно красный	Russian	tomato red	161	79	51	43	32	32
86309	Цвет зелёного дерева	Russian	tree green	49	60	23	24	-12	21
86509	чисто зелёный	Russian	true green	97	127	79	50	-20	23
86609	бирюзовый	Russian	turquoise	108	183	188	70	-22	-10
86709	Бирюзово синий	Russian	turquoise blue	56	109	137	44	-9	-20
87009	сумеречный	Russian	twilight	19	10	10	3	3	1
87109	Сумеречно синий	Russian	twilight blue	11	10	29	3	5	-12
87209	Уродно синий	Russian	ugly blue	104	99	93	42	1	4
87309	Уродно коричневый	Russian	ugly brown	95	88	70	38	0	12
87509	розовый	Russian	ugly pink	231	174	192	77	23	-1
88309	Синий очень тёмный	Russian	very dark blue	49	72	102	30	1	-20
88409	Коричневый очень тёмный	Russian	very dark brown	75	48	35	23	11	13
88509	Зелёный очень тёмный	Russian	very dark green	58	75	53	30	-12	11
88609	Фиолетовый очень тёмный	Russian	very dark purple	101	79	103	37	14	-11
88709	Очень бледно голубой	Russian	very light blue	161	149	151	63	5	0
88809	Очень светло коричневый	Russian	very light brown	149	110	80	50	12	23
88909	Очень светло зелёный	Russian	very light green	124	141	112	57	-12	14
89009	Очень светло розовый	Russian	very light pink	172	122	133	57	21	2
